98960068,Laura,Castillo,lcastillop@gmail.com,socio,False,False,2025-09-02,lcastillop@gmail.com
81080837,Elena,Bravo,ebravoe@gmail.com,socio,True,False,2025-08-20,ebravoe@gmail.com
19006154,Antonia,Sanchez,asanchezi@gmail.com,socio,True,False,2024-10-17,asanchezi@gmail.com
29990089,Laura,Vargas,lvargasc@gmail.com,socio,True,False,2023-12-25,lvargasc@gmail.com
93612431,Andrea,Herrera,aherrerae@gmail.com,socio,True,False,2025-10-09,aherrerae@gmail.com
50290217,Clara,Ortiz,cortizp@gmail.com,socio,True,False,2024-10-29,cortizp@gmail.com
22289232,Lucas,Lopez,llopezd@gmail.com,socio,True,False,2025-01-16,llopezd@gmail.com
36880457,Laura,Lopez,llopezn@gmail.com,socio,True,False,2024-01-15,llopezn@gmail.com
43623486,Ricardo,Gonzalez,rgonzalezn@gmail.com,socio,True,False,2025-08-06,rgonzalezn@gmail.com
98588343,Elena,Munoz,emunozr@gmail.com,socio,True,False,2024-03-29,emunozr@gmail.com
13611753,Jose,Munoz,jmunozc@gmail.com,socio,True,False,2025-02-19,jmunozc@gmail.com
41764883,Ricardo,Kraus,rkrausa@gmail.com,socio,True,False,2024-09-14,rkrausa@gmail.com
21671626,Sebastian,Juarez,sjuarezv@gmail.com,socio,True,False,2024-12-30,sjuarezv@gmail.com
77422867,Alonso,Gutierrez,agutierrezs@gmail.com,socio,True,False,2025-04-12,agutierrezs@gmail.com
68036462,Clara,Bravo,cbravov@gmail.com,socio,True,False,2024-04-24,cbravov@gmail.com
48970671,Tomas,Fuentes,tfuentesg@gmail.com,socio,True,False,2025-07-08,tfuentesg@gmail.com
21584653,Clara,Lopez,clopezv@gmail.com,socio,True,False,2025-03-20,clopezv@gmail.com
50978736,Diego,Navarro,dnavarroi@gmail.com,socio,False,False,2024-05-15,dnavarroi@gmail.com
96533506,Mateo,Ortiz,mortizo@gmail.com,socio,True,False,2024-10-12,mortizo@gmail.com
31177314,Diego,Flores,dfloresr@gmail.com,socio,True,False,2024-03-28,dfloresr@gmail.com
14845306,Jose,Ibarra,jibarran@gmail.com,socio,True,False,2023-12-19,jibarran@gmail.com
37769263,Antonia,Herrera,aherrerao@gmail.com,socio,True,False,2025-03-10,aherrerao@gmail.com
63511584,Elena,Ibarra,eibarraa@gmail.com,socio,True,False,2023-11-07,eibarraa@gmail.com
21418726,Isabella,Kraus,ikrausf@gmail.com,socio,False,False,2024-04-22,ikrausf@gmail.com
77938013,Isabella,Vega,ivegas@gmail.com,socio,True,False,2024-12-11,ivegas@gmail.com
37641369,Sofia,Sanchez,ssanchezg@gmail.com,socio,True,False,2025-02-23,ssanchezg@gmail.com
59375996,Ricardo,Silva,rsilvan@gmail.com,socio,True,False,2025-08-18,rsilvan@gmail.com
62457729,Camila,Fuentes,cfuentese@gmail.com,socio,True,False,2024-06-15,cfuentese@gmail.com
58064168,Clara,Cruz,ccruzp@gmail.com,socio,True,False,2025-08-19,ccruzp@gmail.com
25793656,Clara,Diaz,cdiazm@gmail.com,socio,True,False,2025-04-18,cdiazm@gmail.com
20311857,Andrea,Miranda,amirandad@gmail.com,socio,True,False,2023-11-29,amirandad@gmail.com
86951199,Marcos,Gonzalez,mgonzalezm@gmail.com,socio,True,False,2024-08-27,mgonzalezm@gmail.com
56354774,Maria,Gonzalez,mgonzalezg@gmail.com,socio,True,False,2024-03-03,mgonzalezg@gmail.com
91147508,Florencia,Herrera,fherrerab@gmail.com,socio,True,False,2025-02-24,fherrerab@gmail.com
76189777,Maria,Munoz,mmunozg@gmail.com,socio,True,False,2025-10-26,mmunozg@gmail.com
18818288,Jose,Fuentes,jfuentesi@gmail.com,socio,True,False,2024-08-31,jfuentesi@gmail.com
38922923,Tomas,Martinez,tmartinezv@gmail.com,socio,True,False,2024-05-06,tmartinezv@gmail.com
82707266,Diego,Vargas,dvargasj@gmail.com,socio,True,False,2024-01-08,dvargasj@gmail.com
10698490,Maria,Castillo,mcastillov@gmail.com,socio,True,False,2024-05-16,mcastillov@gmail.com
28974799,Antonia,Kraus,akrauso@gmail.com,socio,True,False,2025-01-28,akrauso@gmail.com
93242657,Marcos,Sanchez,msanchezm@gmail.com,socio,False,False,2025-10-11,msanchezm@gmail.com
32158429,Hector,Vargas,hvargasm@gmail.com,socio,True,False,2024-04-28,hvargasm@gmail.com
75637712,Martina,Ortiz,mortizc@gmail.com,socio,True,False,2024-04-07,mortizc@gmail.com
81388944,Martina,Perez,mperezg@gmail.com,socio,True,False,2023-11-24,mperezg@gmail.com
79643140,Catalina,Romero,cromeror@gmail.com,socio,True,False,2025-01-28,cromeror@gmail.com
45668220,Alonso,Fuentes,afuentesc@gmail.com,socio,True,False,2024-06-20,afuentesc@gmail.com
40599622,Valentina,Munoz,vmunozh@gmail.com,socio,False,False,2024-11-16,vmunozh@gmail.com
63638216,Jose,Romero,jromerof@gmail.com,socio,True,False,2024-11-03,jromerof@gmail.com
24885838,Sofia,Miranda,smirandas@gmail.com,socio,True,False,2025-08-15,smirandas@gmail.com
51823028,Tomas,Ortiz,tortizs@gmail.com,socio,True,False,2025-08-26,tortizs@gmail.com
23687185,Sebastian,Herrera,sherreras@gmail.com,socio,True,False,2025-10-04,sherreras@gmail.com
21989127,Elena,Herrera,eherrerar@gmail.com,socio,True,False,2025-10-13,eherrerar@gmail.com
94636700,Antonia,Castillo,acastilloc@gmail.com,socio,True,False,2025-02-13,acastilloc@gmail.com
60972517,Florencia,Miranda,fmirandag@gmail.com,socio,True,False,2025-03-12,fmirandag@gmail.com
13664488,Isabella,Silva,isilvaf@gmail.com,socio,True,False,2023-12-13,isilvaf@gmail.com
55360560,Pablo,Castillo,pcastillos@gmail.com,socio,True,False,2024-08-27,pcastillos@gmail.com
21574000,Lucas,Gonzalez,lgonzalezi@gmail.com,socio,True,False,2025-06-17,lgonzalezi@gmail.com
80150149,Clara,Perez,cperezg@gmail.com,socio,True,False,2025-02-04,cperezg@gmail.com
69729673,Laura,Sanchez,lsancheza@gmail.com,socio,True,False,2024-05-10,lsancheza@gmail.com
17429594,Ignacio,Bravo,ibravof@gmail.com,socio,True,False,2024-03-15,ibravof@gmail.com
91142579,Sofia,Echeverria,secheverriac@gmail.com,socio,True,False,2024-10-31,secheverriac@gmail.com
65279350,Benjamin,Rojas,brojasm@gmail.com,socio,True,False,2025-01-27,brojasm@gmail.com
46508589,Andrea,Silva,asilvao@gmail.com,socio,True,False,2024-07-18,asilvao@gmail.com
75365936,Laura,Arias,lariasl@gmail.com,socio,True,False,2023-11-09,lariasl@gmail.com
57700908,Ricardo,Lopez,rlopezv@gmail.com,socio,True,False,2024-10-04,rlopezv@gmail.com
21347238,Antonia,Vargas,avargasp@gmail.com,socio,True,False,2024-08-16,avargasp@gmail.com
11040510,Antonia,Lopez,alopezm@gmail.com,socio,True,False,2025-08-28,alopezm@gmail.com
51075050,Maria,Martinez,mmartinezs@gmail.com,socio,True,False,2024-12-13,mmartinezs@gmail.com
25776356,Lucas,Castillo,lcastillob@gmail.com,socio,True,False,2025-03-16,lcastillob@gmail.com
79039857,Gabriel,Silva,gsilvak@gmail.com,socio,True,False,2023-12-06,gsilvak@gmail.com
11712513,Mateo,Rojas,mrojasr@gmail.com,socio,True,False,2023-12-06,mrojasr@gmail.com
55344236,Diego,Alarcon,dalarcona@gmail.com,socio,True,False,2025-03-04,dalarcona@gmail.com
86004622,Catalina,Ibarra,cibarrae@gmail.com,socio,False,False,2023-11-20,cibarrae@gmail.com
95510088,Diego,Lopez,dlopeza@gmail.com,socio,True,False,2024-11-10,dlopeza@gmail.com
82722091,Ricardo,Juarez,rjuarezg@gmail.com,socio,True,False,2025-05-15,rjuarezg@gmail.com
58211013,Ricardo,Fuentes,rfuentesc@gmail.com,socio,True,False,2024-04-15,rfuentesc@gmail.com
28591988,Martina,Munoz,mmunozk@gmail.com,socio,True,False,2025-01-28,mmunozk@gmail.com
21111564,Laura,Fuentes,lfuentess@gmail.com,socio,False,False,2025-06-24,lfuentess@gmail.com
80422146,Alonso,Rojas,arojasg@gmail.com,socio,True,False,2024-05-19,arojasg@gmail.com
10272336,Catalina,Rojas,crojask@gmail.com,socio,True,False,2024-09-04,crojask@gmail.com
44600674,Diego,Kraus,dkraush@gmail.com,socio,True,False,2024-01-09,dkraush@gmail.com
77758116,Benjamin,Navarro,bnavarroi@gmail.com,socio,True,False,2024-03-24,bnavarroi@gmail.com
50530217,Ricardo,Vargas,rvargasl@gmail.com,socio,True,False,2023-12-19,rvargasl@gmail.com
55161836,Sebastian,Ibarra,sibarraa@gmail.com,socio,True,False,2023-12-20,sibarraa@gmail.com
76515217,Diego,Ortiz,dortizb@gmail.com,socio,True,False,2024-07-12,dortizb@gmail.com
29734247,Elena,Sanchez,esancheza@gmail.com,socio,False,False,2024-11-27,esancheza@gmail.com
97214868,Tomas,Rojas,trojase@gmail.com,socio,True,False,2025-05-19,trojase@gmail.com
92477427,Jose,Navarro,jnavarrom@gmail.com,socio,True,False,2025-10-16,jnavarrom@gmail.com
37282227,Gabriel,Rodriguez,grodriguezk@gmail.com,socio,True,False,2024-03-30,grodriguezk@gmail.com
65011443,Ignacio,Romero,iromeror@gmail.com,socio,True,False,2023-12-21,iromeror@gmail.com
10156208,Benjamin,Echeverria,becheverriac@gmail.com,socio,True,False,2024-07-09,becheverriac@gmail.com
12842057,Clara,Diaz,cdiazn@gmail.com,socio,True,False,2025-02-26,cdiazn@gmail.com
94760327,Clara,Munoz,cmunozm@gmail.com,socio,True,False,2023-11-14,cmunozm@gmail.com
40171639,Clara,Flores,cfloresn@gmail.com,socio,True,False,2023-11-12,cfloresn@gmail.com
41484576,Elena,Juarez,ejuarezm@gmail.com,socio,True,False,2024-03-06,ejuarezm@gmail.com
75995916,Laura,Cruz,lcruza@gmail.com,socio,False,False,2024-09-11,lcruza@gmail.com
56655850,Tomas,Vega,tvegaa@gmail.com,socio,True,False,2025-01-15,tvegaa@gmail.com
63011652,Catalina,Flores,cfloresc@gmail.com,socio,True,False,2024-08-24,cfloresc@gmail.com
22054396,Ignacio,Bravo,ibravos@gmail.com,socio,True,False,2025-07-22,ibravos@gmail.com
73972066,Jose,Silva,jsilvaf@gmail.com,socio,True,False,2025-09-24,jsilvaf@gmail.com
30020648,Antonia,Echeverria,aecheverriap@gmail.com,socio,True,False,2025-05-05,aecheverriap@gmail.com
26778200,Lucas,Munoz,lmunozm@gmail.com,socio,False,False,2025-05-13,lmunozm@gmail.com
42416546,Ignacio,Romero,iromerog@gmail.com,socio,True,False,2025-02-13,iromerog@gmail.com
40480885,Mateo,Diaz,mdiazh@gmail.com,socio,True,False,2024-05-26,mdiazh@gmail.com
72409137,Andrea,Perez,aperezs@gmail.com,socio,True,False,2025-07-02,aperezs@gmail.com
74718137,Laura,Ortiz,lortizm@gmail.com,socio,True,False,2024-11-03,lortizm@gmail.com
64786956,Elena,Martinez,emartinezh@gmail.com,socio,True,False,2024-06-18,emartinezh@gmail.com
30058642,Martina,Silva,msilvap@gmail.com,socio,True,False,2024-09-21,msilvap@gmail.com
72458631,Clara,Miranda,cmirandag@gmail.com,socio,True,False,2023-12-15,cmirandag@gmail.com
37903550,Antonia,Echeverria,aecheverrian@gmail.com,socio,True,False,2025-03-15,aecheverrian@gmail.com
17141275,Paula,Echeverria,pecheverriad@gmail.com,socio,True,False,2024-03-16,pecheverriad@gmail.com
14567341,Andrea,Martinez,amartinezs@gmail.com,socio,True,False,2025-02-04,amartinezs@gmail.com
36394306,Lucas,Juarez,ljuareze@gmail.com,socio,True,False,2024-05-27,ljuareze@gmail.com
95176896,Catalina,Rodriguez,crodriguezh@gmail.com,socio,True,False,2024-01-13,crodriguezh@gmail.com
11696688,Sebastian,Alarcon,salarconk@gmail.com,socio,True,False,2024-08-11,salarconk@gmail.com
96129879,Camila,Flores,cfloresc@gmail.com,socio,True,False,2024-08-30,cfloresc@gmail.com
97583530,Florencia,Ortiz,fortizg@gmail.com,socio,True,False,2023-11-13,fortizg@gmail.com
29338017,Diego,Diaz,ddiazg@gmail.com,socio,True,False,2023-12-24,ddiazg@gmail.com
93312172,Ricardo,Gutierrez,rgutierrezr@gmail.com,socio,True,False,2025-10-05,rgutierrezr@gmail.com
70438539,Laura,Perez,lpereza@gmail.com,socio,True,False,2024-05-11,lpereza@gmail.com
27822302,Martina,Silva,msilvad@gmail.com,socio,True,False,2024-03-29,msilvad@gmail.com
91495501,Franco,Romero,fromerov@gmail.com,socio,True,False,2025-03-27,fromerov@gmail.com
13067849,Isabella,Cruz,icruzr@gmail.com,socio,True,False,2024-03-06,icruzr@gmail.com
66452768,Clara,Navarro,cnavarrog@gmail.com,socio,True,False,2025-08-14,cnavarrog@gmail.com
54509525,Alonso,Gonzalez,agonzalezp@gmail.com,socio,True,False,2024-08-17,agonzalezp@gmail.com
64329495,Alonso,Alarcon,aalarconm@gmail.com,socio,True,False,2024-07-24,aalarconm@gmail.com
73220744,Diego,Fuentes,dfuentesa@gmail.com,socio,True,False,2024-04-02,dfuentesa@gmail.com
29102658,Sebastian,Arias,sariasg@gmail.com,socio,True,False,2025-11-04,sariasg@gmail.com
29681200,Antonia,Lopez,alopezv@gmail.com,socio,True,False,2025-06-01,alopezv@gmail.com
63746280,Ignacio,Navarro,inavarroe@gmail.com,socio,True,False,2025-04-08,inavarroe@gmail.com
91029582,Gabriel,Gutierrez,ggutierrezv@gmail.com,socio,True,False,2024-03-04,ggutierrezv@gmail.com
56689829,Martina,Ortiz,mortizn@gmail.com,socio,True,False,2024-10-30,mortizn@gmail.com
36626968,Pablo,Alarcon,palarconr@gmail.com,socio,True,False,2024-05-28,palarconr@gmail.com
22219154,Mateo,Munoz,mmunozp@gmail.com,socio,False,False,2024-07-14,mmunozp@gmail.com
39722157,Florencia,Bravo,fbravoh@gmail.com,socio,True,False,2024-10-01,fbravoh@gmail.com
34949400,Maria,Martinez,mmartinezd@gmail.com,socio,True,False,2024-06-05,mmartinezd@gmail.com
18766008,Jose,Martinez,jmartinezv@gmail.com,socio,True,False,2025-07-29,jmartinezv@gmail.com
50582568,Mateo,Vega,mvegag@gmail.com,socio,True,False,2024-09-25,mvegag@gmail.com
69373245,Alonso,Gonzalez,agonzalezd@gmail.com,socio,True,False,2024-12-23,agonzalezd@gmail.com
84842554,Clara,Romero,cromeroe@gmail.com,socio,True,False,2024-11-04,cromeroe@gmail.com
75007530,Andrea,Silva,asilvar@gmail.com,socio,True,False,2024-02-12,asilvar@gmail.com
22982543,Franco,Martinez,fmartinezf@gmail.com,socio,True,False,2023-11-11,fmartinezf@gmail.com
24420665,Ignacio,Alarcon,ialarcono@gmail.com,socio,True,False,2024-06-20,ialarcono@gmail.com
68428877,Laura,Silva,lsilvaa@gmail.com,socio,True,False,2024-06-17,lsilvaa@gmail.com
69120217,Laura,Gutierrez,lgutierrezo@gmail.com,socio,True,False,2023-11-07,lgutierrezo@gmail.com
98473762,Camila,Navarro,cnavarrog@gmail.com,socio,False,False,2024-11-16,cnavarrog@gmail.com
69391620,Isabella,Ortiz,iortizm@gmail.com,socio,True,False,2024-08-01,iortizm@gmail.com
82443465,Jose,Miranda,jmirandak@gmail.com,socio,True,False,2025-01-28,jmirandak@gmail.com
91366836,Catalina,Rodriguez,crodriguezm@gmail.com,socio,True,False,2024-02-10,crodriguezm@gmail.com
53402003,Mateo,Herrera,mherreral@gmail.com,socio,True,False,2025-09-19,mherreral@gmail.com
62336123,Jose,Alarcon,jalarconn@gmail.com,socio,False,False,2024-02-21,jalarconn@gmail.com
39835439,Tomas,Silva,tsilvak@gmail.com,socio,True,False,2025-02-20,tsilvak@gmail.com
25045536,Franco,Castillo,fcastillol@gmail.com,socio,True,False,2024-11-05,fcastillol@gmail.com
70649423,Paula,Gutierrez,pgutierrezm@gmail.com,socio,True,False,2024-04-24,pgutierrezm@gmail.com
66318770,Antonia,Ibarra,aibarrav@gmail.com,socio,False,False,2025-11-04,aibarrav@gmail.com
38445777,Jose,Flores,jfloresm@gmail.com,socio,True,False,2024-08-10,jfloresm@gmail.com
88227315,Gabriel,Diaz,gdiazk@gmail.com,socio,True,False,2025-08-13,gdiazk@gmail.com
15943124,Benjamin,Flores,bfloresc@gmail.com,socio,False,False,2024-12-19,bfloresc@gmail.com
77472385,Sebastian,Flores,sfloresa@gmail.com,socio,True,False,2024-12-30,sfloresa@gmail.com
38837659,Camila,Vega,cvegag@gmail.com,socio,True,False,2024-04-27,cvegag@gmail.com
10170384,Laura,Bravo,lbravoh@gmail.com,socio,True,False,2024-12-18,lbravoh@gmail.com
13477862,Sofia,Echeverria,secheverriai@gmail.com,socio,True,False,2024-06-29,secheverriai@gmail.com
14183111,Camila,Gonzalez,cgonzalezs@gmail.com,socio,True,False,2025-01-07,cgonzalezs@gmail.com
82742951,Marcos,Romero,mromeros@gmail.com,socio,True,False,2025-09-09,mromeros@gmail.com
22162326,Hector,Alarcon,halarconf@gmail.com,socio,True,False,2024-09-20,halarconf@gmail.com
57813944,Alonso,Rodriguez,arodriguezm@gmail.com,socio,True,False,2025-07-30,arodriguezm@gmail.com
39878371,Alonso,Flores,afloresn@gmail.com,socio,True,False,2025-08-13,afloresn@gmail.com
20308312,Ricardo,Bravo,rbravof@gmail.com,socio,True,False,2025-10-24,rbravof@gmail.com
37381418,Franco,Perez,fperezv@gmail.com,socio,False,False,2024-06-20,fperezv@gmail.com
66715640,Laura,Sanchez,lsanchezv@gmail.com,socio,True,False,2025-03-24,lsanchezv@gmail.com
36133972,Valentina,Rojas,vrojase@gmail.com,socio,True,False,2025-06-19,vrojase@gmail.com
45592724,Marcos,Ibarra,mibarrae@gmail.com,socio,True,False,2025-03-31,mibarrae@gmail.com
73241333,Pablo,Rojas,projask@gmail.com,socio,True,False,2024-04-14,projask@gmail.com
44210302,Valentina,Cruz,vcruzr@gmail.com,socio,True,False,2024-09-21,vcruzr@gmail.com
34335430,Laura,Kraus,lkrausj@gmail.com,socio,True,False,2025-10-02,lkrausj@gmail.com
89444680,Hector,Munoz,hmunozh@gmail.com,socio,True,False,2024-12-14,hmunozh@gmail.com
25821540,Isabella,Lopez,ilopezs@gmail.com,socio,True,False,2024-01-16,ilopezs@gmail.com
99553480,Isabella,Juarez,ijuarezs@gmail.com,socio,True,False,2023-12-10,ijuarezs@gmail.com
36261988,Franco,Kraus,fkrausg@gmail.com,socio,True,False,2024-11-04,fkrausg@gmail.com
76480906,Alonso,Miranda,amirandae@gmail.com,socio,True,False,2025-06-03,amirandae@gmail.com
98952793,Ricardo,Vargas,rvargasg@gmail.com,socio,True,False,2024-01-01,rvargasg@gmail.com
24153995,Laura,Vega,lvegai@gmail.com,socio,True,False,2025-07-17,lvegai@gmail.com
16496443,Florencia,Ibarra,fibarrao@gmail.com,socio,True,False,2024-11-17,fibarrao@gmail.com
16570385,Isabella,Perez,ipereze@gmail.com,socio,True,False,2024-05-22,ipereze@gmail.com
23853768,Ricardo,Silva,rsilvae@gmail.com,socio,True,False,2024-09-14,rsilvae@gmail.com
20116892,Elena,Ortiz,eortizc@gmail.com,socio,True,False,2025-09-26,eortizc@gmail.com
46664946,Sebastian,Garcia,sgarciag@gmail.com,socio,True,False,2025-01-21,sgarciag@gmail.com
64215919,Ignacio,Gonzalez,igonzalezg@gmail.com,socio,True,False,2024-06-09,igonzalezg@gmail.com
71301736,Paula,Perez,pperezc@gmail.com,socio,True,False,2024-08-19,pperezc@gmail.com
95587711,Lucas,Bravo,lbravov@gmail.com,socio,True,False,2024-01-05,lbravov@gmail.com
46799764,Catalina,Perez,cperezv@gmail.com,socio,True,False,2023-12-24,cperezv@gmail.com
58195802,Sofia,Vargas,svargasv@gmail.com,socio,True,False,2024-08-20,svargasv@gmail.com
94168038,Marcos,Martinez,mmartinezb@gmail.com,socio,True,False,2024-09-15,mmartinezb@gmail.com
90607170,Franco,Rojas,frojasj@gmail.com,socio,True,False,2025-07-29,frojasj@gmail.com
28654109,Marcos,Vargas,mvargasf@gmail.com,socio,False,False,2024-07-12,mvargasf@gmail.com
79625801,Pablo,Cruz,pcruzh@gmail.com,socio,True,False,2023-12-03,pcruzh@gmail.com
62087817,Franco,Flores,ffloresr@gmail.com,socio,True,False,2024-10-01,ffloresr@gmail.com
63555221,Clara,Diaz,cdiazo@gmail.com,socio,True,False,2025-04-24,cdiazo@gmail.com
63689859,Camila,Perez,cperezs@gmail.com,socio,True,False,2024-01-08,cperezs@gmail.com
31126046,Florencia,Rodriguez,frodriguezh@gmail.com,socio,True,False,2023-12-05,frodriguezh@gmail.com
58844907,Tomas,Rojas,trojasj@gmail.com,socio,True,False,2025-08-08,trojasj@gmail.com
46710751,Valentina,Castillo,vcastillop@gmail.com,socio,True,False,2025-06-02,vcastillop@gmail.com
14542798,Alonso,Herrera,aherrerag@gmail.com,socio,True,False,2024-05-18,aherrerag@gmail.com
18391138,Diego,Vega,dvegah@gmail.com,socio,False,False,2024-10-30,dvegah@gmail.com
30159337,Mateo,Castillo,mcastilloe@gmail.com,socio,True,False,2025-03-16,mcastilloe@gmail.com
25975536,Clara,Rojas,crojasm@gmail.com,socio,True,False,2024-09-07,crojasm@gmail.com
40861425,Franco,Garcia,fgarciav@gmail.com,socio,True,False,2025-06-04,fgarciav@gmail.com
10889695,Laura,Cruz,lcruzs@gmail.com,socio,True,False,2024-03-22,lcruzs@gmail.com
40362840,Catalina,Juarez,cjuarezd@gmail.com,socio,True,False,2023-11-20,cjuarezd@gmail.com
14156569,Isabella,Silva,isilvai@gmail.com,socio,True,False,2025-03-22,isilvai@gmail.com
36418676,Hector,Flores,hfloresi@gmail.com,socio,True,False,2024-04-26,hfloresi@gmail.com
29943076,Marcos,Vargas,mvargasm@gmail.com,socio,True,False,2024-05-10,mvargasm@gmail.com
93578562,Isabella,Martinez,imartinezf@gmail.com,socio,True,False,2025-07-16,imartinezf@gmail.com
86082940,Mateo,Flores,mfloresb@gmail.com,socio,True,False,2024-12-21,mfloresb@gmail.com
79701720,Gabriel,Rodriguez,grodriguezr@gmail.com,socio,True,False,2024-11-29,grodriguezr@gmail.com
56550393,Joaquin,Romero,jromerov@gmail.com,socio,True,False,2023-11-16,jromerov@gmail.com
36229053,Camila,Ortiz,cortizp@gmail.com,socio,True,False,2024-12-21,cortizp@gmail.com
53208682,Tomas,Perez,tpereza@gmail.com,socio,False,False,2025-08-27,tpereza@gmail.com
35040493,Camila,Bravo,cbravoo@gmail.com,socio,True,False,2025-02-22,cbravoo@gmail.com
80768627,Ignacio,Gutierrez,igutierrezo@gmail.com,socio,True,False,2025-05-26,igutierrezo@gmail.com
73460170,Catalina,Romero,cromeroh@gmail.com,socio,True,False,2024-10-13,cromeroh@gmail.com
83280457,Sebastian,Perez,sperezo@gmail.com,socio,True,False,2023-11-12,sperezo@gmail.com
99271765,Camila,Romero,cromeror@gmail.com,socio,True,False,2024-07-09,cromeror@gmail.com
38876693,Isabella,Bravo,ibravog@gmail.com,socio,True,False,2025-04-24,ibravog@gmail.com
28289061,Clara,Echeverria,cecheverriac@gmail.com,socio,True,False,2024-01-02,cecheverriac@gmail.com
21032632,Joaquin,Garcia,jgarciav@gmail.com,socio,True,False,2025-11-01,jgarciav@gmail.com
62034833,Benjamin,Gonzalez,bgonzalezf@gmail.com,socio,True,False,2025-01-15,bgonzalezf@gmail.com
90195408,Jose,Flores,jfloresi@gmail.com,socio,True,False,2023-11-11,jfloresi@gmail.com
38659987,Catalina,Kraus,ckrausm@gmail.com,socio,True,False,2025-07-02,ckrausm@gmail.com
42620132,Ignacio,Gutierrez,igutierrezg@gmail.com,socio,True,False,2024-02-06,igutierrezg@gmail.com
22379557,Franco,Romero,fromerog@gmail.com,socio,True,False,2025-04-08,fromerog@gmail.com
50470393,Diego,Gutierrez,dgutierrezv@gmail.com,socio,True,False,2023-11-07,dgutierrezv@gmail.com
65479667,Ignacio,Garcia,igarciao@gmail.com,socio,True,False,2024-06-04,igarciao@gmail.com
64152948,Hector,Fuentes,hfuentesm@gmail.com,socio,True,False,2024-10-25,hfuentesm@gmail.com
44242563,Valentina,Fuentes,vfuentesv@gmail.com,socio,True,False,2025-03-25,vfuentesv@gmail.com
88298796,Joaquin,Juarez,jjuarezv@gmail.com,socio,True,False,2025-07-07,jjuarezv@gmail.com
90810071,Tomas,Gutierrez,tgutierrezi@gmail.com,socio,False,False,2025-09-24,tgutierrezi@gmail.com
70460919,Maria,Gonzalez,mgonzalezv@gmail.com,socio,True,False,2024-05-16,mgonzalezv@gmail.com
51561050,Florencia,Ortiz,fortizr@gmail.com,socio,True,False,2024-06-14,fortizr@gmail.com
64048046,Maria,Gonzalez,mgonzalezg@gmail.com,socio,True,False,2024-11-08,mgonzalezg@gmail.com
60683991,Sofia,Bravo,sbravor@gmail.com,socio,True,False,2024-04-21,sbravor@gmail.com
96572962,Benjamin,Ibarra,bibarral@gmail.com,socio,True,False,2024-03-20,bibarral@gmail.com
77571285,Martina,Ibarra,mibarrai@gmail.com,socio,True,False,2024-06-30,mibarrai@gmail.com
27939984,Catalina,Echeverria,cecheverriar@gmail.com,socio,True,False,2025-03-29,cecheverriar@gmail.com
50180002,Martina,Ibarra,mibarrag@gmail.com,socio,True,False,2025-05-18,mibarrag@gmail.com
63806099,Mateo,Juarez,mjuarezh@gmail.com,socio,True,False,2025-01-29,mjuarezh@gmail.com
37163597,Lucas,Sanchez,lsanchezl@gmail.com,socio,True,False,2024-11-21,lsanchezl@gmail.com
85486953,Alonso,Silva,asilvan@gmail.com,socio,True,False,2024-01-01,asilvan@gmail.com
57175405,Marcos,Flores,mfloresa@gmail.com,socio,True,False,2025-05-03,mfloresa@gmail.com
41546395,Marcos,Herrera,mherrerad@gmail.com,socio,True,False,2023-11-11,mherrerad@gmail.com
40269419,Sebastian,Cruz,scruzd@gmail.com,socio,True,False,2024-05-12,scruzd@gmail.com
55372379,Laura,Arias,lariasd@gmail.com,socio,True,False,2024-04-18,lariasd@gmail.com
44629378,Laura,Rodriguez,lrodriguezn@gmail.com,socio,True,False,2025-02-25,lrodriguezn@gmail.com
24012503,Clara,Martinez,cmartinezk@gmail.com,socio,True,False,2023-11-30,cmartinezk@gmail.com
75613832,Jose,Fuentes,jfuentesl@gmail.com,socio,True,False,2024-05-21,jfuentesl@gmail.com
38131997,Joaquin,Rodriguez,jrodriguezn@gmail.com,socio,True,False,2025-04-05,jrodriguezn@gmail.com
44472300,Diego,Rojas,drojasf@gmail.com,socio,True,False,2024-04-15,drojasf@gmail.com
49967372,Sebastian,Alarcon,salarcono@gmail.com,socio,True,False,2024-06-19,salarcono@gmail.com
91461049,Martina,Martinez,mmartinezv@gmail.com,socio,True,False,2024-09-15,mmartinezv@gmail.com
22613361,Marcos,Gonzalez,mgonzalezm@gmail.com,socio,True,False,2024-02-19,mgonzalezm@gmail.com
51314590,Diego,Miranda,dmirandag@gmail.com,socio,True,False,2025-04-15,dmirandag@gmail.com
30976064,Catalina,Fuentes,cfuentesv@gmail.com,socio,True,False,2024-02-25,cfuentesv@gmail.com
80407193,Sofia,Ibarra,sibarrad@gmail.com,socio,True,False,2024-10-07,sibarrad@gmail.com
71776297,Hector,Garcia,hgarcias@gmail.com,socio,False,False,2024-01-31,hgarcias@gmail.com
22020872,Pablo,Vega,pvegan@gmail.com,socio,True,False,2024-05-10,pvegan@gmail.com
92288469,Sofia,Herrera,sherrerar@gmail.com,socio,True,False,2025-03-13,sherrerar@gmail.com
62935936,Tomas,Munoz,tmunozn@gmail.com,socio,True,False,2025-05-03,tmunozn@gmail.com
51010582,Maria,Lopez,mlopeza@gmail.com,socio,True,False,2024-10-28,mlopeza@gmail.com
68898994,Florencia,Navarro,fnavarron@gmail.com,socio,True,False,2024-10-29,fnavarron@gmail.com
